# Daily

          day        rx      |     tx      |    total    |   avg. rate
         13:40     11.58 MiB |    8.11 MiB |   19.70 MiB |  550.78 kbit/s
         13:45     11.49 MiB |    8.02 MiB |   19.51 MiB |  545.67 kbit/s
         13:50     11.55 MiB |    8.00 MiB |   19.56 MiB |  546.80 kbit/s
         13:55     11.59 MiB |    8.10 MiB |   19.69 MiB |  550.54 kbit/s
         14:00     11.64 MiB |    8.03 MiB |   19.67 MiB |  550.15 kbit/s
         14:05     11.40 MiB |    7.99 MiB |   19.38 MiB |  542.00 kbit/s
         14:10     11.61 MiB |    8.07 MiB |   19.69 MiB |  550.54 kbit/s
         14:15     11.46 MiB |    7.84 MiB |   19.30 MiB |  539.78 kbit/s
         14:20     11.50 MiB |    7.92 MiB |   19.43 MiB |  543.26 kbit/s
         14:25     11.58 MiB |    8.06 MiB |   19.65 MiB |  549.37 kbit/s
         14:30     11.69 MiB |    7.99 MiB |   19.68 MiB |  550.29 kbit/s
         14:35     11.35 MiB |    7.72 MiB |   19.08 MiB |  533.44 kbit/s
         14:40     11.58 MiB |    8.05 MiB |   19.63 MiB |  548.89 kbit/s
         14:45     11.60 MiB |    8.05 MiB |   19.65 MiB |  549.51 kbit/s
         14:50     11.41 MiB |    7.92 MiB |   19.33 MiB |  540.54 kbit/s
         14:55     11.56 MiB |    7.94 MiB |   19.50 MiB |  545.20 kbit/s
         15:00     10.94 MiB |    7.45 MiB |   18.40 MiB |  514.37 kbit/s
         15:05     11.55 MiB |    8.11 MiB |   19.66 MiB |  549.73 kbit/s
         15:10     11.47 MiB |    7.93 MiB |   19.39 MiB |  542.25 kbit/s
         15:15     11.64 MiB |    8.14 MiB |   19.78 MiB |  553.05 kbit/s
         15:20     11.59 MiB |    8.08 MiB |   19.67 MiB |  550.01 kbit/s
         15:25     11.62 MiB |    8.10 MiB |   19.72 MiB |  551.41 kbit/s
         15:30     11.57 MiB |    8.04 MiB |   19.60 MiB |  548.19 kbit/s
         15:35     11.46 MiB |    7.92 MiB |   19.38 MiB |  541.87 kbit/s
         15:40     11.57 MiB |    8.06 MiB |   19.63 MiB |  549.03 kbit/s
         15:45     11.61 MiB |    8.13 MiB |   19.74 MiB |  551.94 kbit/s
         15:50     11.60 MiB |    7.99 MiB |   19.59 MiB |  547.86 kbit/s
         15:55     11.44 MiB |    7.84 MiB |   19.27 MiB |  538.92 kbit/s
         16:00     11.55 MiB |    7.86 MiB |   19.41 MiB |  542.78 kbit/s
         16:05     11.57 MiB |    8.19 MiB |   19.76 MiB |  552.64 kbit/s
         16:10     11.67 MiB |    8.14 MiB |   19.81 MiB |  553.82 kbit/s
         16:15     11.58 MiB |    8.08 MiB |   19.66 MiB |  549.71 kbit/s
         16:20     11.69 MiB |    8.03 MiB |   19.72 MiB |  551.45 kbit/s
         16:25     11.56 MiB |    7.98 MiB |   19.53 MiB |  546.17 kbit/s
         16:30     11.49 MiB |    7.91 MiB |   19.40 MiB |  542.60 kbit/s
         16:35     11.60 MiB |    8.12 MiB |   19.72 MiB |  551.46 kbit/s
         16:40     11.59 MiB |    7.88 MiB |   19.47 MiB |  544.51 kbit/s
         16:45     11.60 MiB |    8.14 MiB |   19.74 MiB |  551.95 kbit/s
         16:50     11.43 MiB |    7.93 MiB |   19.37 MiB |  541.56 kbit/s
         16:55     11.47 MiB |    8.04 MiB |   19.52 MiB |  545.74 kbit/s
         17:00     11.57 MiB |    8.11 MiB |   19.68 MiB |  550.30 kbit/s
         17:05     11.61 MiB |    8.12 MiB |   19.73 MiB |  551.71 kbit/s
         17:10     11.41 MiB |    7.88 MiB |   19.28 MiB |  539.20 kbit/s
         17:15     11.55 MiB |    8.15 MiB |   19.70 MiB |  550.85 kbit/s
         17:20     11.61 MiB |    8.12 MiB |   19.73 MiB |  551.80 kbit/s
         17:25     11.52 MiB |    8.00 MiB |   19.52 MiB |  545.69 kbit/s
         17:30     11.53 MiB |    8.00 MiB |   19.53 MiB |  546.23 kbit/s
         17:35     11.38 MiB |    7.83 MiB |   19.22 MiB |  537.29 kbit/s
         17:40     11.61 MiB |    8.06 MiB |   19.67 MiB |  550.06 kbit/s
         17:45     11.58 MiB |    8.03 MiB |   19.62 MiB |  548.50 kbit/s
         17:50     11.56 MiB |    7.95 MiB |   19.51 MiB |  545.53 kbit/s
         17:55     11.60 MiB |    8.14 MiB |   19.74 MiB |  551.84 kbit/s
         18:00     11.44 MiB |    7.89 MiB |   19.33 MiB |  540.40 kbit/s
         18:05     11.66 MiB |    8.17 MiB |   19.83 MiB |  554.52 kbit/s
         18:10     11.82 MiB |    7.96 MiB |   19.77 MiB |  552.95 kbit/s
         18:15     11.58 MiB |    8.05 MiB |   19.63 MiB |  548.83 kbit/s
         18:20     11.53 MiB |    8.07 MiB |   19.60 MiB |  548.08 kbit/s
         18:25     11.42 MiB |    7.81 MiB |   19.23 MiB |  537.70 kbit/s
         18:30     11.57 MiB |    8.03 MiB |   19.60 MiB |  548.03 kbit/s
         18:35     11.63 MiB |    8.02 MiB |   19.65 MiB |  549.43 kbit/s
         18:40     11.58 MiB |    8.05 MiB |   19.63 MiB |  548.98 kbit/s
         18:45     11.62 MiB |    8.18 MiB |   19.80 MiB |  553.51 kbit/s
         18:50     11.55 MiB |    8.09 MiB |   19.64 MiB |  549.21 kbit/s
         18:55     11.40 MiB |    7.86 MiB |   19.26 MiB |  538.55 kbit/s
         19:00     11.58 MiB |    8.24 MiB |   19.81 MiB |  554.04 kbit/s
         19:05     11.63 MiB |    8.14 MiB |   19.77 MiB |  552.71 kbit/s
         19:10     11.58 MiB |    8.11 MiB |   19.69 MiB |  550.57 kbit/s
         19:15     11.60 MiB |    8.06 MiB |   19.66 MiB |  549.69 kbit/s
         19:20     11.44 MiB |    7.86 MiB |   19.29 MiB |  539.51 kbit/s
         19:25     11.62 MiB |    8.22 MiB |   19.84 MiB |  554.70 kbit/s
         19:30     11.61 MiB |    8.17 MiB |   19.78 MiB |  553.04 kbit/s
         19:35     11.60 MiB |    7.96 MiB |   19.55 MiB |  546.78 kbit/s
         19:40     11.31 MiB |    7.93 MiB |   19.24 MiB |  538.08 kbit/s
         19:45     11.58 MiB |    8.33 MiB |   19.91 MiB |  556.62 kbit/s
         19:50     11.62 MiB |    8.15 MiB |   19.77 MiB |  552.77 kbit/s
         19:55     11.61 MiB |    7.90 MiB |   19.51 MiB |  545.51 kbit/s
         20:00     11.51 MiB |    8.04 MiB |   19.56 MiB |  546.84 kbit/s
         20:05     11.54 MiB |    8.14 MiB |   19.68 MiB |  550.39 kbit/s
         20:10     11.63 MiB |    7.98 MiB |   19.62 MiB |  548.53 kbit/s
         20:15     11.59 MiB |    8.08 MiB |   19.67 MiB |  549.95 kbit/s
         20:20     11.58 MiB |    8.16 MiB |   19.74 MiB |  552.10 kbit/s
         20:25     11.44 MiB |    7.87 MiB |   19.31 MiB |  540.02 kbit/s
         20:30     11.54 MiB |    7.94 MiB |   19.48 MiB |  544.83 kbit/s
         20:35     11.62 MiB |    8.07 MiB |   19.69 MiB |  550.53 kbit/s
         20:40     11.59 MiB |    8.05 MiB |   19.64 MiB |  549.18 kbit/s
         20:45     11.54 MiB |    8.04 MiB |   19.58 MiB |  547.45 kbit/s
         20:50     11.41 MiB |    8.04 MiB |   19.44 MiB |  543.62 kbit/s
         20:55     11.59 MiB |    8.07 MiB |   19.66 MiB |  549.61 kbit/s
         21:00     11.60 MiB |    8.04 MiB |   19.64 MiB |  549.24 kbit/s
         21:05     11.59 MiB |    7.99 MiB |   19.57 MiB |  547.32 kbit/s
         21:10     11.58 MiB |    8.09 MiB |   19.67 MiB |  549.99 kbit/s
         21:15     11.48 MiB |    8.02 MiB |   19.50 MiB |  545.31 kbit/s
         21:20     11.47 MiB |    7.96 MiB |   19.43 MiB |  543.25 kbit/s
         21:25     11.58 MiB |    8.07 MiB |   19.65 MiB |  549.59 kbit/s
         21:30     11.56 MiB |    8.09 MiB |   19.65 MiB |  549.37 kbit/s
         21:35     11.64 MiB |    8.07 MiB |   19.71 MiB |  551.15 kbit/s
         21:40     11.59 MiB |    8.16 MiB |   19.75 MiB |  552.20 kbit/s
         21:45     11.34 MiB |    7.99 MiB |   19.33 MiB |  540.53 kbit/s
         21:50     11.58 MiB |    8.00 MiB |   19.58 MiB |  547.47 kbit/s
         21:55     11.58 MiB |    8.03 MiB |   19.62 MiB |  548.48 kbit/s
         22:00     11.42 MiB |    7.95 MiB |   19.37 MiB |  541.58 kbit/s
         22:05     11.55 MiB |    8.07 MiB |   19.61 MiB |  548.42 kbit/s
         22:10     11.64 MiB |    8.07 MiB |   19.71 MiB |  551.17 kbit/s
         22:15     11.61 MiB |    8.02 MiB |   19.63 MiB |  548.77 kbit/s
         22:20     11.46 MiB |    8.01 MiB |   19.47 MiB |  544.38 kbit/s
         22:25     11.46 MiB |    7.99 MiB |   19.45 MiB |  543.86 kbit/s
         22:30     11.65 MiB |    8.14 MiB |   19.79 MiB |  553.31 kbit/s
         22:35     11.56 MiB |    8.11 MiB |   19.66 MiB |  549.86 kbit/s
         22:40     11.57 MiB |    8.08 MiB |   19.65 MiB |  549.42 kbit/s
         22:45     11.44 MiB |    7.97 MiB |   19.41 MiB |  542.61 kbit/s
         22:50     11.84 MiB |    8.19 MiB |   20.02 MiB |  559.90 kbit/s
         22:55     12.62 MiB |    8.84 MiB |   21.46 MiB |  600.13 kbit/s
         23:00     12.77 MiB |    8.94 MiB |   21.71 MiB |  606.95 kbit/s
         23:05     12.80 MiB |    8.99 MiB |   21.79 MiB |  609.22 kbit/s
         23:10     12.76 MiB |    8.92 MiB |   21.68 MiB |  606.30 kbit/s
         23:15     12.62 MiB |    8.70 MiB |   21.32 MiB |  596.13 kbit/s
         23:20     12.75 MiB |    8.98 MiB |   21.73 MiB |  607.51 kbit/s
         23:25     12.77 MiB |    9.03 MiB |   21.80 MiB |  609.63 kbit/s
         23:30     12.73 MiB |    8.96 MiB |   21.69 MiB |  606.49 kbit/s
         23:35     12.77 MiB |    8.91 MiB |   21.68 MiB |  606.16 kbit/s
         23:40     12.50 MiB |    8.92 MiB |   21.42 MiB |  598.81 kbit/s
         23:45     12.74 MiB |    8.88 MiB |   21.62 MiB |  604.65 kbit/s
         23:50     12.68 MiB |    8.94 MiB |   21.62 MiB |  604.51 kbit/s
         23:55     12.07 MiB |    8.98 MiB |   21.05 MiB |  588.64 kbit/s
     ------------------------+-------------+-------------+---------------
