# Daily

          day        rx      |     tx      |    total    |   avg. rate
         10:10     12.80 MiB |    9.14 MiB |   21.94 MiB |  613.49 kbit/s
         10:15     12.59 MiB |    8.94 MiB |   21.53 MiB |  602.05 kbit/s
         10:20     12.87 MiB |    9.05 MiB |   21.92 MiB |  612.82 kbit/s
         10:25     12.61 MiB |    8.90 MiB |   21.52 MiB |  601.68 kbit/s
         10:30     12.81 MiB |    9.08 MiB |   21.89 MiB |  612.16 kbit/s
         10:35     12.85 MiB |    9.11 MiB |   21.96 MiB |  613.92 kbit/s
         10:40     12.56 MiB |    8.77 MiB |   21.33 MiB |  596.44 kbit/s
         10:45     12.84 MiB |    9.10 MiB |   21.94 MiB |  613.48 kbit/s
         10:50     12.79 MiB |    9.16 MiB |   21.94 MiB |  613.55 kbit/s
         10:55     12.40 MiB |    8.79 MiB |   21.20 MiB |  592.69 kbit/s
         11:00     12.72 MiB |    8.94 MiB |   21.67 MiB |  605.84 kbit/s
         11:05     12.80 MiB |    9.28 MiB |   22.08 MiB |  617.35 kbit/s
         11:10     12.54 MiB |    9.06 MiB |   21.60 MiB |  604.03 kbit/s
         11:15     12.70 MiB |    9.02 MiB |   21.72 MiB |  607.46 kbit/s
         11:20     12.87 MiB |    9.35 MiB |   22.22 MiB |  621.40 kbit/s
         11:25     12.67 MiB |    9.08 MiB |   21.75 MiB |  608.23 kbit/s
         11:30     12.70 MiB |    9.10 MiB |   21.81 MiB |  609.83 kbit/s
         11:35     12.78 MiB |    9.01 MiB |   21.79 MiB |  609.26 kbit/s
         11:40     12.73 MiB |    9.16 MiB |   21.89 MiB |  612.18 kbit/s
         11:45     12.53 MiB |    8.90 MiB |   21.42 MiB |  599.07 kbit/s
         11:50     12.82 MiB |    8.99 MiB |   21.82 MiB |  610.06 kbit/s
         11:55     12.72 MiB |    8.92 MiB |   21.65 MiB |  605.25 kbit/s
         12:00     12.62 MiB |    8.96 MiB |   21.58 MiB |  603.54 kbit/s
         12:05     12.78 MiB |    9.24 MiB |   22.03 MiB |  615.87 kbit/s
         12:10     12.77 MiB |    9.13 MiB |   21.91 MiB |  612.54 kbit/s
         12:15     12.53 MiB |    8.93 MiB |   21.45 MiB |  599.83 kbit/s
         12:20     12.78 MiB |    9.09 MiB |   21.87 MiB |  611.51 kbit/s
         12:25     12.87 MiB |    9.09 MiB |   21.97 MiB |  614.23 kbit/s
         12:30     12.63 MiB |    9.01 MiB |   21.65 MiB |  605.26 kbit/s
         12:35     12.77 MiB |    9.12 MiB |   21.90 MiB |  612.28 kbit/s
         12:40     12.85 MiB |    9.09 MiB |   21.93 MiB |  613.27 kbit/s
         12:45     12.54 MiB |    9.06 MiB |   21.61 MiB |  604.23 kbit/s
         12:50     12.82 MiB |    9.05 MiB |   21.87 MiB |  611.65 kbit/s
         12:55     12.79 MiB |    8.90 MiB |   21.69 MiB |  606.57 kbit/s
         13:00     12.77 MiB |    9.09 MiB |   21.86 MiB |  611.29 kbit/s
         13:05     12.60 MiB |    8.88 MiB |   21.48 MiB |  600.59 kbit/s
         13:10     12.74 MiB |    9.02 MiB |   21.76 MiB |  608.44 kbit/s
         13:15     12.77 MiB |    9.16 MiB |   21.93 MiB |  613.23 kbit/s
         13:20     12.60 MiB |    8.94 MiB |   21.54 MiB |  602.36 kbit/s
         13:25     12.82 MiB |    9.21 MiB |   22.03 MiB |  616.10 kbit/s
         13:30     12.82 MiB |    9.03 MiB |   21.85 MiB |  610.88 kbit/s
         13:35     12.70 MiB |    8.88 MiB |   21.58 MiB |  603.47 kbit/s
         13:40     12.68 MiB |    8.94 MiB |   21.62 MiB |  604.42 kbit/s
